Tipo,Index,TempoFaces,NumFaces,TempoAdjacentes,NumAdjacentes
v,439,6.67e-05,9,6.29e-05,9
v,440,6.67e-05,7,5.99e-05,7
v,441,6.66e-05,7,5.99e-05,7
v,442,6.66e-05,5,5.95e-05,5
v,443,6.68e-05,6,5.96e-05,6
v,444,6.65e-05,6,5.96e-05,6
v,445,6.64e-05,4,5.93e-05,4
v,446,6.67e-05,7,5.98e-05,7
v,447,6.88e-05,5,6e-05,5
v,448,6.7e-05,6,7.64e-05,6
v,449,6.68e-05,7,5.99e-05,7
v,450,6.72e-05,6,5.98e-05,6
v,451,6.71e-05,7,5.98e-05,7
v,452,6.7e-05,6,5.96e-05,6
v,453,6.72e-05,10,6.02e-05,10
v,454,6.72e-05,7,5.96e-05,7
v,455,6.7e-05,7,5.98e-05,7
v,456,6.7e-05,5,5.95e-05,5
v,457,6.71e-05,6,5.98e-05,6
v,458,6.7e-05,5,5.95e-05,5
v,459,6.69e-05,6,5.96e-05,6
v,460,6.7e-05,6,6.19e-05,6
v,461,6.77e-05,6,5.99e-05,6
v,462,6.63e-05,7,5.99e-05,7
v,463,6.7e-05,6,5.98e-05,6
v,464,6.7e-05,6,5.97e-05,6
v,465,6.71e-05,5,5.95e-05,5
v,466,6.69e-05,4,5.94e-05,4
v,467,6.7e-05,6,5.97e-05,6
v,468,6.71e-05,7,5.98e-05,7
v,469,6.7e-05,5,5.96e-05,5
v,470,6.68e-05,4,5.94e-05,4
v,471,6.71e-05,7,5.99e-05,7
v,472,6.69e-05,7,5.99e-05,7
v,473,6.69e-05,5,5.96e-05,5
v,474,7.09e-05,8,6.06e-05,8
v,475,6.76e-05,6,5.98e-05,6
v,476,6.71e-05,6,5.98e-05,6
v,477,6.71e-05,6,5.99e-05,6
v,478,6.69e-05,5,5.95e-05,5
v,479,6.7e-05,6,5.96e-05,6
v,480,6.71e-05,7,5.99e-05,7
v,481,6.7e-05,5,5.96e-05,5
v,482,6.7e-05,8,5.99e-05,8
v,483,6.7e-05,4,5.94e-05,4
v,484,6.7e-05,6,5.97e-05,6
v,485,6.7e-05,6,5.96e-05,6
v,486,6.68e-05,8,6e-05,8
v,487,6.69e-05,6,5.96e-05,6
v,488,6.69e-05,5,5.96e-05,5
v,489,6.7e-05,6,5.97e-05,6
v,490,7.04e-05,6,7.67e-05,6
v,491,6.72e-05,5,5.97e-05,5
v,492,6.7e-05,6,5.97e-05,6
v,493,6.72e-05,10,6.01e-05,10
v,494,6.71e-05,6,6.33e-05,6
v,495,6.71e-05,5,6.18e-05,5
v,496,6.72e-05,7,0.0001361,7
v,497,0.0002771,6,6.88e-05,6
v,498,6.61e-05,4,6.38e-05,4
v,499,6.5e-05,6,5.99e-05,6
v,500,6.49e-05,6,5.98e-05,6
v,501,6.5e-05,6,5.97e-05,6
v,502,6.46e-05,7,6e-05,7
v,503,6.49e-05,6,5.97e-05,6
v,504,6.49e-05,6,5.98e-05,6
v,505,6.49e-05,7,5.97e-05,7
v,506,6.47e-05,5,5.96e-05,5
v,507,6.52e-05,5,5.94e-05,5
v,508,6.49e-05,5,5.96e-05,5
v,509,6.5e-05,7,6.67e-05,7
v,510,7.52e-05,6,6e-05,6
v,511,7.6e-05,6,5.98e-05,6
v,512,7.55e-05,7,5.98e-05,7
v,513,7.5e-05,4,5.94e-05,4
v,514,7.53e-05,7,6e-05,7
v,515,7.49e-05,6,5.98e-05,6
v,516,7.59e-05,7,5.99e-05,7
v,517,7.53e-05,4,5.94e-05,4
v,518,7.53e-05,5,6.33e-05,5
v,519,7.55e-05,7,5.98e-05,7
v,520,7.54e-05,6,5.97e-05,6
v,521,7.57e-05,5,5.96e-05,5
v,522,7.46e-05,6,5.97e-05,6
v,523,7.53e-05,8,5.99e-05,8
v,524,7.74e-05,6,6.02e-05,6
v,525,6.53e-05,7,5.99e-05,7
v,526,6.5e-05,5,5.96e-05,5
v,527,6.51e-05,6,5.97e-05,6
v,528,6.49e-05,6,5.99e-05,6
v,529,6.51e-05,4,5.95e-05,4
v,530,6.51e-05,5,5.96e-05,5
v,531,6.51e-05,7,5.99e-05,7
v,532,6.5e-05,7,5.98e-05,7
v,533,6.5e-05,7,5.98e-05,7
v,534,6.51e-05,4,5.94e-05,4
v,535,6.5e-05,7,5.98e-05,7
v,536,6.5e-05,5,5.95e-05,5
v,537,6.5e-05,6,5.96e-05,6
v,538,6.5e-05,6,5.96e-05,6
v,539,6.51e-05,4,5.94e-05,4
v,540,6.84e-05,9,6.1e-05,9
v,541,6.51e-05,6,5.97e-05,6
v,542,6.51e-05,7,5.98e-05,7
v,543,6.51e-05,7,5.99e-05,7
v,544,6.5e-05,4,5.95e-05,4
v,545,6.51e-05,6,5.97e-05,6
v,546,6.5e-05,5,5.96e-05,5
v,547,6.5e-05,6,5.98e-05,6
v,548,6.5e-05,6,5.96e-05,6
v,549,6.52e-05,5,5.95e-05,5
v,550,6.51e-05,7,6.37e-05,7
v,551,6.51e-05,7,5.97e-05,7
v,552,6.5e-05,6,5.97e-05,6
v,553,6.51e-05,7,5.99e-05,7
v,554,6.84e-05,6,6.02e-05,6
v,555,6.5e-05,5,5.96e-05,5
v,556,6.51e-05,7,5.99e-05,7
v,557,6.52e-05,5,5.96e-05,5
v,558,6.51e-05,7,5.99e-05,7
v,559,6.49e-05,6,5.97e-05,6
v,560,6.5e-05,4,5.95e-05,4
v,561,6.49e-05,4,5.94e-05,4
v,562,6.52e-05,7,5.98e-05,7
v,563,6.5e-05,7,5.98e-05,7
v,564,6.5e-05,6,5.98e-05,6
v,565,6.51e-05,7,5.98e-05,7
v,566,6.5e-05,6,5.97e-05,6
v,567,6.51e-05,6,5.97e-05,6
v,568,6.51e-05,7,5.97e-05,7
v,569,6.5e-05,7,5.97e-05,7
v,570,6.83e-05,5,6e-05,5
v,571,6.52e-05,8,6.01e-05,8
v,572,6.51e-05,5,5.97e-05,5
v,573,6.5e-05,7,5.99e-05,7
v,574,6.5e-05,8,5.99e-05,8
v,575,6.49e-05,6,5.97e-05,6
v,576,6.51e-05,5,5.95e-05,5
